Iteration,RMS_px,Parameters
135,7.794853589259842,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050640576 -47.7147509265  36.7963222926  48.2861947065
 -42.390009465 ]"
136,7.788123835777203,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.905061776  -47.714754156   36.7963206967  48.2861935809
 -42.3900081742]"
137,7.783681419834096,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050596099 -47.7147572455  36.7963192202  48.2861924498
 -42.3900070182]"
138,7.7754632838434,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050544887 -47.7147645608  36.7963158008  48.2861896563
 -42.3900044343]"
139,7.770886032258693,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050477289 -47.7147742232  36.7963113074  48.2861859452
 -42.3900010554]"
140,7.765094609635648,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.905045517  -47.714777403   36.7963098882  48.2861846436
 -42.3900000527]"
141,7.761981404595213,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050452583 -47.7147777964  36.7963097607  48.2861844337
 -42.390000001 ]"
142,7.756882995108191,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050435182 -47.7147803484  36.7963086768  48.2861833791
 -42.389999233 ]"
143,7.750388171863278,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050398883 -47.7147856512  36.7963063501  48.286181285
 -42.3899975033]"
144,7.746570471803203,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050359399 -47.714791429   36.7963037719  48.2861790937
 -42.3899955067]"
145,7.742050555669732,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.905032835  -47.7147959838  36.7963017418  48.2861773826
 -42.3899939176]"
146,7.73972739454468,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050312941 -47.7147982864  36.7963007334  48.2861765549
 -42.3899930854]"
147,7.737805841969634,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050302374 -47.7147999191  36.7963000615  48.2861759782
 -42.3899925061]"
148,7.7342681612311655,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050281912 -47.7148031278  36.7962987887  48.2861748341
 -42.3899914016]"
149,7.728725378900047,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050249423 -47.714808319   36.7962968319  48.2861729517
 -42.389989696 ]"
150,7.72673043231117,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050229875 -47.7148114261  36.7962956531  48.2861718146
 -42.3899886821]"
151,7.722440793172777,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050206915 -47.7148151959  36.7962943367  48.2861704174
 -42.3899875248]"
152,7.719918520506288,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050196039 -47.7148170543  36.7962937632  48.2861697054
 -42.3899870144]"
153,7.717878094484481,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050187959 -47.7148185316  36.7962933885  48.2861691366
 -42.3899866512]"
154,7.7158385900893505,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050182023 -47.7148195555  36.7962930828  48.286168744
 -42.3899863755]"
155,7.713034747377704,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.905016639  -47.7148221257  36.7962921944  48.2861677919
 -42.3899855909]"
156,7.7109530904782835,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050146484 -47.7148253274  36.7962910215  48.2861666156
 -42.3899845715]"
157,7.708002569975871,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050112822 -47.7148307331  36.7962890356  48.2861646272
 -42.3899828506]"
158,7.705713379927035,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050068996 -47.7148377653  36.7962864561  48.2861620331
 -42.3899806219]"
159,7.7026631125320675,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050050197 -47.7148407938  36.7962853596  48.2861609054
 -42.3899796797]"
160,7.700548232711171,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9050043698 -47.7148418493  36.7962849973  48.2861604945
 -42.3899793797]"
161,7.697867765857229,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.90500294   -47.7148441624  36.7962841925  48.2861595985
 -42.389978712 ]"
162,7.693199290675598,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049991102 -47.7148503373  36.7962820175  48.2861572182
 -42.3899769038]"
163,7.691304133152832,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049912215 -47.7148630095  36.7962775076  48.2861523392
 -42.389973164 ]"
164,7.68588878637378,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904990878  -47.7148635573  36.7962773115  48.2861521224
 -42.3899730074]"
165,7.684035103857948,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049900939 -47.7148648004  36.7962768586  48.2861516348
 -42.3899726442]"
166,7.682427287543585,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049883993 -47.7148674961  36.7962758877  48.286150574
 -42.389971866 ]"
167,7.679790530607368,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049854335 -47.7148722021  36.7962742032  48.2861486857
 -42.3899705501]"
168,7.676488493549394,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049807997 -47.7148795601  36.7962715775  48.2861457259
 -42.3899685044]"
169,7.673151690281883,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049777482 -47.7148844041  36.7962698667  48.2861437435
 -42.3899672012]"
170,7.670268084213395,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049761823 -47.7148868817  36.7962690165  48.2861426706
 -42.3899666073]"
171,7.6678830440906,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049751757 -47.7148884914  36.7962684813  48.2861419672
 -42.3899662362]"
172,7.664692639890388,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049721748 -47.714893304   36.7962668833  48.2861398763
 -42.3899651154]"
173,7.661455872425045,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049705676 -47.7148959101  36.7962660199  48.2861387851
 -42.3899644675]"
174,7.659791424641352,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049698325 -47.7148971176  36.7962656165  48.286138309
 -42.3899641357]"
175,7.65519448164681,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049669146 -47.7149019497  36.796264071   48.2861363348
 -42.3899629126]"
176,7.653563141492722,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904964729  -47.7149055782  36.7962629143  48.2861348625
 -42.3899619859]"
177,7.651296288890052,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049627683 -47.7149088741  36.7962619103  48.2861334994
 -42.3899611937]"
178,7.6493804120742,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049607174 -47.714912345   36.7962608642  48.286132083
 -42.389960346 ]"
179,7.647164293384779,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904957774  -47.7149174812  36.7962594129  48.2861300417
 -42.3899590841]"
180,7.644750804945234,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049559661 -47.7149206782  36.7962585295  48.2861287985
 -42.3899582809]"
181,7.642581900942463,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904954901  -47.7149226776  36.7962580392  48.2861280755
 -42.3899577543]"
182,7.6407937857080706,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049539247 -47.7149245809  36.7962576071  48.2861274201
 -42.389957237 ]"
183,7.6386700333625575,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049522067 -47.7149277695  36.7962568066  48.2861262522
 -42.3899564034]"
184,7.6357454062633465,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049495786 -47.7149325783  36.7962555676  48.2861244551
 -42.3899551669]"
185,7.632802057139827,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049447892 -47.7149412649  36.7962532952  48.2861211713
 -42.3899529551]"
186,7.629424687890464,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049426678 -47.7149450439  36.7962522753  48.286119707
 -42.3899520136]"
187,7.626245937246876,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049404128 -47.7149490042  36.79625118    48.2861181435
 -42.3899510436]"
188,7.620936731434226,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049349057 -47.7149587336  36.7962485196  48.2861143297
 -42.3899486477]"
189,7.618055241811824,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049241745 -47.7149776974  36.7962433395  48.2861068912
 -42.3899439857]"
190,7.612009292215021,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049226311 -47.71498044    36.7962425989  48.2861058216
 -42.3899433096]"
191,7.609443133036617,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049207451 -47.7149837714  36.7962416905  48.2861045093
 -42.3899424973]"
192,7.6068741342719965,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049176291 -47.7149892147  36.7962401772  48.2861023327
 -42.3899411888]"
193,7.602279200159872,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049113956 -47.7150000197  36.796237134   48.2860979636
 -42.3899386216]"
194,7.599545328499918,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049061725 -47.7150089745  36.796234567   48.2860942834
 -42.389936533 ]"
195,7.59556834396684,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9049005624 -47.7150185618  36.7962318043  48.2860903246
 -42.3899343088]"
196,7.593674312237655,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048984713 -47.7150220471  36.79623076    48.2860888297
 -42.3899335379]"
197,7.592004184692134,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048977555 -47.7150231486  36.796230389   48.2860882954
 -42.3899333378]"
198,7.589704107577311,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048966591 -47.7150248789  36.79622983    48.2860874821
 -42.3899330087]"
199,7.584012940441751,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048907841 -47.7150346357  36.7962269109  48.2860832362
 -42.3899309177]"
200,7.581484365805588,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048861512 -47.7150424055  36.7962246244  48.2860798997
 -42.3899292255]"
201,7.577393862357246,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048797226 -47.7150533279  36.7962214737  48.2860753025
 -42.3899267821]"
202,7.573722216800569,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048733535 -47.7150642827  36.7962183847  48.2860707583
 -42.389924299 ]"
203,7.569379847384783,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048655672 -47.715077781   36.7962146432  48.2860651962
 -42.389921235 ]"
204,7.5665764055465665,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048546286 -47.7150968603  36.7962094425  48.2860573445
 -42.3899169407]"
205,7.561480834446293,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048517991 -47.7151018773  36.7962081238  48.2860553092
 -42.3899158067]"
206,7.558804611650905,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904851223  -47.71510301    36.7962079024  48.2860548702
 -42.3899155703]"
207,7.556221954283319,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048493352 -47.7151064903  36.7962070807  48.2860534805
 -42.3899148105]"
208,7.552897793997415,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048454259 -47.7151136984  36.7962053682  48.2860506224
 -42.3899132096]"
209,7.549286148697883,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048372231 -47.7151285521  36.7962016712  48.2860446673
 -42.3899098895]"
210,7.546364654332884,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048350499 -47.7151324704  36.7962006774  48.2860431067
 -42.3899089927]"
211,7.543836262332673,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048315833 -47.7151387625  36.7961991057  48.2860406161
 -42.3899075494]"
212,7.541854249255667,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048289273 -47.7151436544  36.7961979303  48.2860386956
 -42.3899064358]"
213,7.535148976440427,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048154215 -47.7151688678  36.7961920842  48.2860288808
 -42.3899007229]"
214,7.5296819262735815,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048049218 -47.7151884085  36.7961875262  48.2860212429
 -42.3898963141]"
215,7.526539474205222,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904805733  -47.715187024   36.7961879328  48.2860218058
 -42.3898966492]"
216,7.524004696945968,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048044084 -47.7151896568  36.7961874361  48.2860207981
 -42.389896097 ]"
217,7.522017150980924,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9048019635 -47.7151942618  36.7961864113  48.2860189898
 -42.3898950948]"
218,7.516321548702724,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047917395 -47.7152133369  36.7961820598  48.2860114468
 -42.3898909407]"
219,7.514817030108847,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047826171 -47.7152302272  36.7961781567  48.2860046942
 -42.3898873156]"
220,7.510160587263672,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904781091  -47.715232952   36.7961774556  48.2860035916
 -42.3898867054]"
221,7.508463079347563,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047800359 -47.7152347823  36.7961769657  48.2860028145
 -42.389886325 ]"
222,7.506557754515095,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047777909 -47.7152387907  36.7961759708  48.2860011398
 -42.3898855054]"
223,7.503040853947768,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047719243 -47.7152493523  36.7961734019  48.2859967541
 -42.3898833458]"
224,7.500502410023187,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047619123 -47.7152674148  36.7961690729  48.2859892031
 -42.3898797438]"
225,7.496148250372356,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047611155 -47.7152689051  36.7961687481  48.2859885948
 -42.3898794485]"
226,7.493854518475418,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047593092 -47.7152722363  36.7961680043  48.2859872071
 -42.3898788093]"
227,7.492663359919803,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047575894 -47.715275364   36.796167281   48.2859858898
 -42.389878211 ]"
228,7.489374140650684,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047527575 -47.7152841127  36.7961652332  48.285982194
 -42.3898765362]"
229,7.486901111756743,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047472152 -47.7152941028  36.796162866   48.2859779627
 -42.3898746202]"
230,7.4829114099410905,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904740899  -47.7153054967  36.7961601742  48.2859731353
 -42.3898724411]"
231,7.479961404069745,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047365273 -47.7153133794  36.7961583118  48.2859697913
 -42.3898709389]"
232,7.4770624132697145,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047321621 -47.7153212799  36.7961564676  48.2859664421
 -42.3898694442]"
233,7.473996932443146,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047261746 -47.7153321937  36.796153969   48.2859618358
 -42.389867385 ]"
234,7.470374171801385,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904722119  -47.7153396551  36.7961523037  48.2859587057
 -42.389865981 ]"
235,7.465385856713275,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904714086  -47.7153545676  36.796149052   48.2859524963
 -42.3898631672]"
236,7.46344794890054,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9047082386 -47.7153655235  36.7961467193  48.2859479707
 -42.3898610928]"
237,7.46079124079721,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904706437  -47.7153689476  36.7961460165  48.2859465746
 -42.3898604394]"
238,7.453076671386436,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046976063 -47.7153857885  36.7961425936  48.2859397248
 -42.3898572276]"
239,7.446719847224126,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046861524 -47.7154076283  36.796138155   48.2859308377
 -42.3898530677]"
240,7.4443267337726,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046803672 -47.7154187981  36.7961359664  48.2859263322
 -42.3898509441]"
241,7.440022651747193,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046713671 -47.7154360172  36.796132502   48.285919341
 -42.3898476682]"
242,7.437313269872068,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046673811 -47.7154437603  36.7961310133  48.2859162308
 -42.3898461987]"
243,7.4329749734189505,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046621759 -47.7154540865  36.7961291523  48.2859121444
 -42.3898442444]"
244,7.427940581821151,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046569296 -47.7154647584  36.796127379   48.2859079952
 -42.3898422313]"
245,7.425736246220112,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046521383 -47.7154742417  36.796125667   48.2859042248
 -42.3898404548]"
246,7.4214915730572555,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904648004  -47.7154827349  36.7961243097  48.2859009361
 -42.38983887  ]"
247,7.418736900204913,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046455067 -47.7154877782  36.7961234682  48.285898945
 -42.3898379513]"
248,7.415459740468208,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046414286 -47.7154958181  36.7961220273  48.2858957049
 -42.3898365018]"
249,7.412241105168509,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046350376 -47.715508206   36.7961196856  48.2858906529
 -42.3898342629]"
250,7.408682346697906,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.904627507  -47.715522729   36.7961168985  48.285884707
 -42.3898316394]"
251,7.405921533539231,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9046212875 -47.7155346662  36.7961145854  48.2858797882
 -42.3898295056]"
